pathogen_cat,vaccine_coverage_cat,state,mean,p025,p975
Diphtheria,30% lower,KS,0.05350000000000015,0,1
Diphtheria,30% lower,KY,0.1004999999999999,0,2
Diphtheria,30% lower,LA,0.09799999999999988,0,1
Diphtheria,30% lower,MA,0.12299999999999997,0,2
Diphtheria,30% lower,MD,0.11349999999999989,0,2
Diphtheria,30% lower,ME,0.022000000000000023,0,0
Diphtheria,30% lower,MI,0.20799999999999996,0,2
Diphtheria,30% lower,MN,0.11199999999999993,0,2
Diphtheria,30% lower,MO,0.125,0,2
Diphtheria,30% lower,MS,0.04299999999999996,0,1
Diphtheria,30% lower,MT,0.02100000000000006,0,0
Diphtheria,30% lower,NC,0.22350000000000012,0,2.0249999999998636
Diphtheria,30% lower,ND,0,0,0
Diphtheria,30% lower,NE,0.03300000000000003,0,1
Diphtheria,30% lower,NH,0,0,0
Diphtheria,30% lower,NJ,0.1834999999999998,0,2
Diphtheria,30% lower,NM,0.031500000000000014,0,1
Diphtheria,30% lower,NV,0.044499999999999935,0,1
Diphtheria,30% lower,NY,0.4375,0,4
Diphtheria,30% lower,OH,0.27649999999999986,0,3
Diphtheria,30% lower,OK,0.05449999999999975,0,1
Diphtheria,30% lower,OR,0.058499999999999726,0,1
Diphtheria,30% lower,PA,0.2685000000000002,0,3
Diphtheria,30% lower,RI,0,0,0
Diphtheria,30% lower,SC,0.10000000000000002,0,1
Diphtheria,30% lower,SD,0,0,0
Diphtheria,30% lower,TN,0.11499999999999985,0,2
Diphtheria,30% lower,TX,0.7949999999999989,0,8
Diphtheria,30% lower,UT,0.04249999999999989,0,1
Diphtheria,30% lower,VA,0.1904999999999999,0,2
Diphtheria,30% lower,VT,0,0,0
Diphtheria,30% lower,WA,0.16700000000000015,0,2
Diphtheria,30% lower,WI,0.11750000000000015,0,2
Diphtheria,30% lower,WV,0.024999999999999963,0,0.024999999999863576
Diphtheria,30% lower,WY,0,0,0
Diphtheria,25% lower,AK,0,0,0
Diphtheria,25% lower,AL,0.10550000000000032,0,1
Diphtheria,25% lower,AR,0.04850000000000012,0,1
Diphtheria,25% lower,AZ,0.16100000000000023,0,2
Diphtheria,25% lower,CA,1.148500000000001,0,10
Diphtheria,25% lower,CO,0.11750000000000003,0,2
Diphtheria,25% lower,CT,0.057499999999999926,0,1
Diphtheria,25% lower,DC,0,0,0
Diphtheria,25% lower,DE,0,0,0
Diphtheria,25% lower,FL,0.5020000000000003,0,4
Diphtheria,25% lower,GA,0.2389999999999996,0,3
Diphtheria,25% lower,HI,0.026499999999999992,0,1
Diphtheria,25% lower,IA,0.04299999999999995,0,1
Diphtheria,25% lower,ID,0.022500000000000027,0,0
Diphtheria,25% lower,IL,0.32949999999999946,0,4
Diphtheria,25% lower,IN,0.13750000000000037,0,2
Diphtheria,25% lower,KS,0.043500000000000066,0,1
Diphtheria,25% lower,KY,0.0634999999999999,0,1
Diphtheria,25% lower,LA,0.08250000000000018,0,1
Diphtheria,25% lower,MA,0.1339999999999999,0,2
Diphtheria,25% lower,MD,0.10600000000000007,0,1
Diphtheria,25% lower,ME,0,0,0
Diphtheria,25% lower,MI,0.20699999999999955,0,2.0249999999998636
Diphtheria,25% lower,MN,0.11199999999999992,0,2
Diphtheria,25% lower,MO,0.1345000000000002,0,2
Diphtheria,25% lower,MS,0.04500000000000003,0,1
Diphtheria,25% lower,MT,0,0,0
Diphtheria,25% lower,NC,0.22949999999999932,0,3
Diphtheria,25% lower,ND,0,0,0
Diphtheria,25% lower,NE,0.02849999999999999,0,1
Diphtheria,25% lower,NH,0.021000000000000067,0,0
Diphtheria,25% lower,NJ,0.1930000000000002,0,2
Diphtheria,25% lower,NM,0.030999999999999975,0,1
Diphtheria,25% lower,NV,0.046999999999999986,0,1
Diphtheria,25% lower,NY,0.48099999999999943,0,4
Diphtheria,25% lower,OH,0.23299999999999993,0,2
Diphtheria,25% lower,OK,0.05399999999999998,0,1
Diphtheria,25% lower,OR,0.06150000000000006,0,1
Diphtheria,25% lower,PA,0.2660000000000004,0,3
Diphtheria,25% lower,RI,0,0,0
Diphtheria,25% lower,SC,0.08850000000000012,0,1
Diphtheria,25% lower,SD,0,0,0
Diphtheria,25% lower,TN,0.10550000000000012,0,1
Diphtheria,25% lower,TX,0.8333999999999995,0,7
Diphtheria,25% lower,UT,0.04200000000000011,0,1
Diphtheria,25% lower,VA,0.1875,0,3
Diphtheria,25% lower,VT,0,0,0
Diphtheria,25% lower,WA,0.13899999999999998,0,2
Diphtheria,25% lower,WI,0.11699999999999987,0,1.0249999999998636
Diphtheria,25% lower,WV,0.023500000000000028,0,0
Diphtheria,25% lower,WY,0,0,0
Diphtheria,20% lower,AK,0,0,0
Diphtheria,20% lower,AL,0.1000000000000001,0,1
Diphtheria,20% lower,AR,0.047000000000000035,0,1
Diphtheria,20% lower,AZ,0.1375,0,2
Diphtheria,20% lower,CA,1.0755000000000008,0,8
Diphtheria,20% lower,CO,0.10700000000000028,0,1
Diphtheria,20% lower,CT,0.04600000000000023,0,1
Diphtheria,20% lower,DC,0,0,0
Diphtheria,20% lower,DE,0,0,0
Diphtheria,20% lower,FL,0.4425,0,4
Diphtheria,20% lower,GA,0.23500000000000024,0,3
Diphtheria,20% lower,HI,0,0,0
Diphtheria,20% lower,IA,0.04449999999999987,0,1
Diphtheria,20% lower,ID,0.03150000000000002,0,1
Diphtheria,20% lower,IL,0.2609999999999996,0,3
Diphtheria,20% lower,IN,0.12149999999999997,0,2
Diphtheria,20% lower,KS,0.04050000000000008,0,1
Diphtheria,20% lower,KY,0.0604999999999999,0,1
Diphtheria,20% lower,LA,0.08850000000000012,0,1
Diphtheria,20% lower,MA,0.11699999999999987,0,2
Diphtheria,20% lower,MD,0.10800000000000003,0,1
Diphtheria,20% lower,ME,0,0,0
Diphtheria,20% lower,MI,0.21750000000000014,0,3
Diphtheria,20% lower,MN,0.12450000000000004,0,2
Diphtheria,20% lower,MO,0.10799999999999985,0,2
Diphtheria,20% lower,MS,0.042000000000000114,0,1
Diphtheria,20% lower,MT,0,0,0
Diphtheria,20% lower,NC,0.2054999999999998,0,2
Diphtheria,20% lower,ND,0,0,0
Diphtheria,20% lower,NE,0.023000000000000013,0,0
Diphtheria,20% lower,NH,0,0,0
Diphtheria,20% lower,NJ,0.2115000000000002,0,2
Diphtheria,20% lower,NM,0.03749999999999999,0,1
Diphtheria,20% lower,NV,0.047000000000000014,0,1
Diphtheria,20% lower,NY,0.43640000000000007,0,4
Diphtheria,20% lower,OH,0.26400000000000023,0,3
Diphtheria,20% lower,OK,0.05449999999999993,0,1
Diphtheria,20% lower,OR,0.09150000000000007,0,1
Diphtheria,20% lower,PA,0.27700000000000014,0,3
Diphtheria,20% lower,RI,0,0,0
Diphtheria,20% lower,SC,0.10349999999999981,0,2
Diphtheria,20% lower,SD,0,0,0
Diphtheria,20% lower,TN,0.12900000000000023,0,2
Diphtheria,20% lower,TX,0.7983999999999984,0,7
Diphtheria,20% lower,UT,0.046,0,1
Diphtheria,20% lower,VA,0.18499999999999997,0,2
Diphtheria,20% lower,VT,0,0,0
Diphtheria,20% lower,WA,0.18549999999999967,0,2
Diphtheria,20% lower,WI,0.07499999999999987,0,1
Diphtheria,20% lower,WV,0.029000000000000043,0,1
Diphtheria,20% lower,WY,0,0,0
Diphtheria,15% lower,AK,0,0,0
Diphtheria,15% lower,AL,0.07700000000000004,0,1
Diphtheria,15% lower,AR,0.04949999999999993,0,1
Diphtheria,15% lower,AZ,0.14549999999999988,0,2
Diphtheria,15% lower,CA,1.1119000000000003,0,9
Diphtheria,15% lower,CO,0.11000000000000003,0,2
Diphtheria,15% lower,CT,0.057499999999999926,0,1
Diphtheria,15% lower,DC,0,0,0
Diphtheria,15% lower,DE,0,0,0
Diphtheria,15% lower,FL,0.48149999999999993,0,4
Diphtheria,15% lower,GA,0.24100000000000024,0,3
Diphtheria,15% lower,HI,0,0,0
Diphtheria,15% lower,IA,0.03999999999999997,0,1
Diphtheria,15% lower,ID,0.02650000000000002,0,1
Diphtheria,15% lower,IL,0.3214999999999998,0,4
Diphtheria,15% lower,IN,0.1260000000000001,0,2
Diphtheria,15% lower,KS,0.04599999999999996,0,1
Diphtheria,15% lower,KY,0.0705,0,1
Diphtheria,15% lower,LA,0.09800000000000006,0,1
Diphtheria,15% lower,MA,0.14900000000000016,0,2
Diphtheria,15% lower,MD,0.10550000000000015,0,1
Diphtheria,15% lower,ME,0.02100000000000007,0,0
Diphtheria,15% lower,MI,0.21500000000000005,0,3
Diphtheria,15% lower,MN,0.09949999999999996,0,1
Diphtheria,15% lower,MO,0.11549999999999978,0,2
Diphtheria,15% lower,MS,0.0489999999999999,0,1
Diphtheria,15% lower,MT,0.023000000000000034,0,0
Diphtheria,15% lower,NC,0.2380000000000003,0,2
Diphtheria,15% lower,ND,0,0,0
Diphtheria,15% lower,NE,0.02999999999999995,0,1
Diphtheria,15% lower,NH,0.02250000000000003,0,0
Diphtheria,15% lower,NJ,0.18199999999999988,0,2
Diphtheria,15% lower,NM,0.03300000000000004,0,1
Diphtheria,15% lower,NV,0.05150000000000003,0,1
Diphtheria,15% lower,NY,0.47799999999999987,0,4
Diphtheria,15% lower,OH,0.27699999999999997,0,3
Diphtheria,15% lower,OK,0.05650000000000006,0,1
Diphtheria,15% lower,OR,0.09199999999999993,0,1
Diphtheria,15% lower,PA,0.2599999999999996,0,3
Diphtheria,15% lower,RI,0,0,0
Diphtheria,15% lower,SC,0.09099999999999989,0,1
Diphtheria,15% lower,SD,0,0,0
Diphtheria,15% lower,TN,0.12700000000000009,0,2
Diphtheria,15% lower,TX,0.7915000000000005,0,7
Diphtheria,15% lower,UT,0.04099999999999997,0,1
Diphtheria,15% lower,VA,0.19450000000000003,0,2
Diphtheria,15% lower,VT,0,0,0
Diphtheria,15% lower,WA,0.14200000000000007,0,2
Diphtheria,15% lower,WI,0.10950000000000003,0,1
Diphtheria,15% lower,WV,0.02500000000000002,0,0.024999999999863576
Diphtheria,15% lower,WY,0,0,0
Diphtheria,10% lower,AK,0,0,0
Diphtheria,10% lower,AL,0.09500000000000003,0,1
Diphtheria,10% lower,AR,0.0425,0,1
Diphtheria,10% lower,AZ,0.142,0,2
Diphtheria,10% lower,CA,0.9375,0,6
Diphtheria,10% lower,CO,0.1195000000000001,0,2
Diphtheria,10% lower,CT,0.04700000000000001,0,1
Diphtheria,10% lower,DC,0,0,0
Diphtheria,10% lower,DE,0,0,0
Diphtheria,10% lower,FL,0.44449999999999984,0,4
Diphtheria,10% lower,GA,0.20900000000000027,0,2
Diphtheria,10% lower,HI,0.020499999999999893,0,0
Diphtheria,10% lower,IA,0.047999999999999966,0,1
Diphtheria,10% lower,ID,0.022500000000000027,0,0
Diphtheria,10% lower,IL,0.25549999999999984,0,3
Diphtheria,10% lower,IN,0.12439999999999965,0,2
Diphtheria,10% lower,KS,0.04150000000000005,0,1
Diphtheria,10% lower,KY,0.09300000000000003,0,1.0249999999998636
Diphtheria,10% lower,LA,0.07650000000000001,0,1
Diphtheria,10% lower,MA,0.12550000000000006,0,2
Diphtheria,10% lower,MD,0.10999999999999997,0,2
Diphtheria,10% lower,ME,0.022000000000000054,0,0
Diphtheria,10% lower,MI,0.21549999999999989,0,2
Diphtheria,10% lower,MN,0.107,0,2
Diphtheria,10% lower,MO,0.1309999999999998,0,2
Diphtheria,10% lower,MS,0.0444999999999999,0,1
Diphtheria,10% lower,MT,0,0,0
Diphtheria,10% lower,NC,0.21599999999999997,0,2
Diphtheria,10% lower,ND,0,0,0
Diphtheria,10% lower,NE,0.02949999999999998,0,1
Diphtheria,10% lower,NH,0.03000000000000004,0,1
Diphtheria,10% lower,NJ,0.19550000000000053,0,2
Diphtheria,10% lower,NM,0.029500000000000057,0,1
Diphtheria,10% lower,NV,0.04899999999999989,0,1
Diphtheria,10% lower,NY,0.4393999999999998,0,4
Diphtheria,10% lower,OH,0.24649999999999997,0,3
Diphtheria,10% lower,OK,0.05599999999999996,0,1
Diphtheria,10% lower,OR,0.07299999999999979,0,1
Diphtheria,10% lower,PA,0.27050000000000024,0,3
Diphtheria,10% lower,RI,0,0,0
Diphtheria,10% lower,SC,0.09449999999999997,0,1
Diphtheria,10% lower,SD,0,0,0
Diphtheria,10% lower,TN,0.14900000000000008,0,2
Diphtheria,10% lower,TX,0.8265,0,7
Diphtheria,10% lower,UT,0.03950000000000002,0,1
Diphtheria,10% lower,VA,0.15449999999999992,0,2
Diphtheria,10% lower,VT,0,0,0
Diphtheria,10% lower,WA,0.1305,0,2
Diphtheria,10% lower,WI,0.10850000000000014,0,1
Diphtheria,10% lower,WV,0.026999999999999937,0,1
Diphtheria,10% lower,WY,0,0,0
Diphtheria,5% lower,AK,0,0,0
Diphtheria,5% lower,AL,0.07250000000000013,0,1
Diphtheria,5% lower,AR,0.04600000000000002,0,1
Diphtheria,5% lower,AZ,0.12900000000000028,0,2
Diphtheria,5% lower,CA,1.0259999999999996,0,7
Diphtheria,5% lower,CO,0.07900000000000003,0,1
Diphtheria,5% lower,CT,0.04949999999999994,0,1
Diphtheria,5% lower,DC,0,0,0
Diphtheria,5% lower,DE,0,0,0
Diphtheria,5% lower,FL,0.4485000000000004,0,4
Diphtheria,5% lower,GA,0.2554999999999997,0,3
Diphtheria,5% lower,HI,0,0,0
Diphtheria,5% lower,IA,0.039999999999999966,0,1
Diphtheria,5% lower,ID,0.028499999999999887,0,1
Diphtheria,5% lower,IL,0.2999999999999999,0,3
Diphtheria,5% lower,IN,0.12299999999999993,0,2
Diphtheria,5% lower,KS,0.047999999999999966,0,1
Diphtheria,5% lower,KY,0.09899999999999985,0,1
Diphtheria,5% lower,LA,0.09850000000000018,0,1
Diphtheria,5% lower,MA,0.11549999999999959,0,1
Diphtheria,5% lower,MD,0.12000000000000009,0,2
Diphtheria,5% lower,ME,0,0,0
Diphtheria,5% lower,MI,0.21150000000000002,0,2
Diphtheria,5% lower,MN,0.10949999999999957,0,2
Diphtheria,5% lower,MO,0.1269999999999998,0,2
Diphtheria,5% lower,MS,0.03999999999999997,0,1
Diphtheria,5% lower,MT,0,0,0
Diphtheria,5% lower,NC,0.21750000000000005,0,2
Diphtheria,5% lower,ND,0,0,0
Diphtheria,5% lower,NE,0.027500000000000045,0,1
Diphtheria,5% lower,NH,0.022500000000000027,0,0
Diphtheria,5% lower,NJ,0.20199999999999985,0,2
Diphtheria,5% lower,NM,0.026999999999999913,0,1
Diphtheria,5% lower,NV,0.04400000000000003,0,1
Diphtheria,5% lower,NY,0.42600000000000043,0,4
Diphtheria,5% lower,OH,0.2790000000000001,0,3
Diphtheria,5% lower,OK,0.06000000000000009,0,1
Diphtheria,5% lower,OR,0.0555,0,1
Diphtheria,5% lower,PA,0.28789999999999943,0,3
Diphtheria,5% lower,RI,3.9999999999963573e-4,0,0
Diphtheria,5% lower,SC,0.09249999999999999,0,1
Diphtheria,5% lower,SD,0,0,0
Diphtheria,5% lower,TN,0.12150000000000002,0,2
Diphtheria,5% lower,TX,0.6494999999999973,0,5
Diphtheria,5% lower,UT,0.04099999999999998,0,1
Diphtheria,5% lower,VA,0.13750000000000012,0,2
Diphtheria,5% lower,VT,0,0,0
Diphtheria,5% lower,WA,0.1380000000000001,0,2
Diphtheria,5% lower,WI,0.11249999999999975,0,1
Diphtheria,5% lower,WV,0.030999999999999986,0,1
Diphtheria,5% lower,WY,0,0,0
Diphtheria,Current levels,AK,0,0,0
Diphtheria,Current levels,AL,0.09150000000000008,0,1
Diphtheria,Current levels,AR,0.04350000000000004,0,1
Diphtheria,Current levels,AZ,0.13149999999999973,0,2
Diphtheria,Current levels,CA,0.9509999999999998,0,6
Diphtheria,Current levels,CO,0.11399999999999988,0,2
Diphtheria,Current levels,CT,0.05450000000000001,0,1
Diphtheria,Current levels,DC,0,0,0
Diphtheria,Current levels,DE,0,0,0
Diphtheria,Current levels,FL,0.4965000000000001,0,4
Diphtheria,Current levels,GA,0.21750000000000008,0,2
Diphtheria,Current levels,HI,0.02100000000000006,0,0
Diphtheria,Current levels,IA,0.03999999999999997,0,1
Diphtheria,Current levels,ID,0.024499999999999984,0,0
Diphtheria,Current levels,IL,0.3055000000000001,0,3
Diphtheria,Current levels,IN,0.12450000000000003,0,2
Diphtheria,Current levels,KS,0.045000000000000054,0,1
Diphtheria,Current levels,KY,0.06349999999999993,0,1
Diphtheria,Current levels,LA,0.09350000000000001,0,1
Diphtheria,Current levels,MA,0.12700000000000003,0,2
Diphtheria,Current levels,MD,0.12249999999999991,0,2
Diphtheria,Current levels,ME,3.9999999999963573e-4,0,0
Diphtheria,Current levels,MI,0.2185000000000004,0,2
Diphtheria,Current levels,MN,0.10450000000000012,0,1
Diphtheria,Current levels,MO,0.12849999999999998,0,2
Diphtheria,Current levels,MS,0.04350000000000005,0,1
Diphtheria,Current levels,MT,0,0,0
Diphtheria,Current levels,NC,0.19399999999999992,0,2
Diphtheria,Current levels,ND,0,0,0
Diphtheria,Current levels,NE,0.03199999999999997,0,1
Diphtheria,Current levels,NH,0,0,0
Diphtheria,Current levels,NJ,0.16500000000000037,0,2
Diphtheria,Current levels,NM,0.0349999999999999,0,1
Diphtheria,Current levels,NV,0.07499999999999996,0,1
Diphtheria,Current levels,NY,0.44349999999999984,0,4
Diphtheria,Current levels,OH,0.25499999999999984,0,3
Diphtheria,Current levels,OK,0.060499999999999894,0,1
Diphtheria,Current levels,OR,0.0565,0,1
Diphtheria,Current levels,PA,0.2625000000000002,0,3
Diphtheria,Current levels,RI,0,0,0
Diphtheria,Current levels,SC,0.07039999999999966,0,1
Diphtheria,Current levels,SD,0,0,0
Diphtheria,Current levels,TN,0.12849999999999984,0,2
Diphtheria,Current levels,TX,0.6909999999999998,0,5
Diphtheria,Current levels,UT,0.04849999999999997,0,1
Diphtheria,Current levels,VA,0.16500000000000004,0,2
Diphtheria,Current levels,VT,0,0,0
Diphtheria,Current levels,WA,0.1294999999999999,0,2
Diphtheria,Current levels,WI,0.11699999999999995,0,2
Diphtheria,Current levels,WV,0.02649999999999996,0,1
Diphtheria,Current levels,WY,0,0,0
Diphtheria,5% higher,AK,0,0,0
Diphtheria,5% higher,AL,0.09599999999999996,0,1
Diphtheria,5% higher,AR,0.04249999999999997,0,1
Diphtheria,5% higher,AZ,0.13599999999999998,0,2
Diphtheria,5% higher,CA,0.9135000000000006,0,6
Diphtheria,5% higher,CO,0.1220000000000001,0,1.0249999999998636
Diphtheria,5% higher,CT,0.04949999999999993,0,1
Diphtheria,5% higher,DC,0,0,0
Diphtheria,5% higher,DE,0,0,0
Diphtheria,5% higher,FL,0.4620000000000002,0,3
Diphtheria,5% higher,GA,0.21800000000000003,0,2
Diphtheria,5% higher,HI,0,0,0
Diphtheria,5% higher,IA,0.05200000000000015,0,1
Diphtheria,5% higher,ID,0.026000000000000044,0,1
Diphtheria,5% higher,IL,0.25599999999999984,0,3
Diphtheria,5% higher,IN,0.13349999999999979,0,2
Diphtheria,5% higher,KS,0.04299999999999993,0,1
Diphtheria,5% higher,KY,0.06100000000000005,0,1
Diphtheria,5% higher,LA,0.06100000000000005,0,1
Diphtheria,5% higher,MA,0.13899999999999998,0,2
Diphtheria,5% higher,MD,0.11300000000000025,0,2
Diphtheria,5% higher,ME,0,0,0
Diphtheria,5% higher,MI,0.23050000000000043,0,3
Diphtheria,5% higher,MN,0.10550000000000005,0,1
Diphtheria,5% higher,MO,0.10900000000000001,0,1.0249999999998636
Diphtheria,5% higher,MS,0.042499999999999885,0,1
Diphtheria,5% higher,MT,0,0,0
Diphtheria,5% higher,NC,0.184,0,2
Diphtheria,5% higher,ND,0,0,0
Diphtheria,5% higher,NE,0.029500000000000026,0,1
Diphtheria,5% higher,NH,0.0235,0,0
Diphtheria,5% higher,NJ,0.17899999999999996,0,2
Diphtheria,5% higher,NM,0.03600000000000008,0,1
Diphtheria,5% higher,NV,0.04149999999999994,0,1
Diphtheria,5% higher,NY,0.4345000000000001,0,4
Diphtheria,5% higher,OH,0.23299999999999982,0,2
Diphtheria,5% higher,OK,0.08700000000000002,0,1
Diphtheria,5% higher,OR,0.06450000000000013,0,1
Diphtheria,5% higher,PA,0.25149999999999995,0,3
Diphtheria,5% higher,RI,0,0,0
Diphtheria,5% higher,SC,0.09749999999999992,0,1
Diphtheria,5% higher,SD,0,0,0
Diphtheria,5% higher,TN,0.125,0,1
Diphtheria,5% higher,TX,0.7185000000000004,0,5
Diphtheria,5% higher,UT,0.04849999999999994,0,1
Diphtheria,5% higher,VA,0.15599999999999994,0,2
Diphtheria,5% higher,VT,0,0,0
Diphtheria,5% higher,WA,0.1225000000000002,0,1
Diphtheria,5% higher,WI,0.1230000000000002,0,2
Diphtheria,5% higher,WV,0.0265,0,1
Diphtheria,5% higher,WY,0,0,0
Diphtheria,10% higher,AK,0,0,0
Diphtheria,10% higher,AL,0.07950000000000007,0,1
Diphtheria,10% higher,AR,0.04949999999999992,0,1
Diphtheria,10% higher,AZ,0.14299999999999977,0,2
Diphtheria,10% higher,CA,0.9484999999999997,0,6
Diphtheria,10% higher,CO,0.07350000000000005,0,1
Diphtheria,10% higher,CT,0.049499999999999905,0,1
Diphtheria,10% higher,DC,0,0,0
Diphtheria,10% higher,DE,0,0,0
Diphtheria,10% higher,FL,0.4429999999999997,0,3
Diphtheria,10% higher,GA,0.2269999999999998,0,2
Diphtheria,10% higher,HI,0.022500000000000027,0,0
Diphtheria,10% higher,IA,0.04500000000000003,0,1
Diphtheria,10% higher,ID,0.02900000000000005,0,1
Diphtheria,10% higher,IL,0.2619999999999998,0,3
Diphtheria,10% higher,IN,0.11699999999999998,0,2
Diphtheria,10% higher,KS,0.045999999999999965,0,1
Diphtheria,10% higher,KY,0.06750000000000007,0,1
Diphtheria,10% higher,LA,0.09550000000000018,0,1
Diphtheria,10% higher,MA,0.12550000000000003,0,1
Diphtheria,10% higher,MD,0.1200000000000001,0,1.0249999999998636
Diphtheria,10% higher,ME,0,0,0
Diphtheria,10% higher,MI,0.1785000000000002,0,2
Diphtheria,10% higher,MN,0.08839999999999935,0,1
Diphtheria,10% higher,MO,0.07349999999999995,0,1
Diphtheria,10% higher,MS,0.03649999999999994,0,1
Diphtheria,10% higher,MT,0,0,0
Diphtheria,10% higher,NC,0.17399999999999993,0,2
Diphtheria,10% higher,ND,0,0,0
Diphtheria,10% higher,NE,0.030500000000000024,0,1
Diphtheria,10% higher,NH,0.022500000000000023,0,0
Diphtheria,10% higher,NJ,0.18000000000000022,0,2
Diphtheria,10% higher,NM,0.030000000000000006,0,1
Diphtheria,10% higher,NV,0.03999999999999997,0,1
Diphtheria,10% higher,NY,0.43899999999999995,0,4
Diphtheria,10% higher,OH,0.22049999999999995,0,2
Diphtheria,10% higher,OK,0.060499999999999964,0,1
Diphtheria,10% higher,OR,0.05750000000000006,0,1
Diphtheria,10% higher,PA,0.25849999999999984,0,2
Diphtheria,10% higher,RI,0,0,0
Diphtheria,10% higher,SC,0.07450000000000007,0,1
Diphtheria,10% higher,SD,0,0,0
Diphtheria,10% higher,TN,0.1365000000000001,0,2
Diphtheria,10% higher,TX,0.7004999999999998,0,5
Diphtheria,10% higher,UT,0.045000000000000054,0,1
Diphtheria,10% higher,VA,0.16549999999999998,0,2
Diphtheria,10% higher,VT,0,0,0
Diphtheria,10% higher,WA,0.12550000000000006,0,2
Diphtheria,10% higher,WI,0.08400000000000009,0,1
Diphtheria,10% higher,WV,0.03300000000000002,0,1
Diphtheria,10% higher,WY,0,0,0
Diphtheria,High vaccination,AK,0,0,0
Diphtheria,High vaccination,AL,0.07450000000000001,0,1
Diphtheria,High vaccination,AR,0.03499999999999997,0,1
Diphtheria,High vaccination,AZ,0.12699999999999984,0,2
Diphtheria,High vaccination,CA,0.9154999999999996,0,6
Diphtheria,High vaccination,CO,0.10150000000000003,0,1
Diphtheria,High vaccination,CT,0.05849999999999996,0,1
Diphtheria,High vaccination,DC,0,0,0
Diphtheria,High vaccination,DE,0,0,0
Diphtheria,High vaccination,FL,0.44999999999999973,0,3
Diphtheria,High vaccination,GA,0.18549999999999994,0,2
Diphtheria,High vaccination,HI,0,0,0
Diphtheria,High vaccination,IA,0.04049999999999996,0,1
Diphtheria,High vaccination,ID,0.023499999999999983,0,0
Diphtheria,High vaccination,IL,0.24799999999999997,0,2
Diphtheria,High vaccination,IN,0.11150000000000013,0,1
Diphtheria,High vaccination,KS,0.03750000000000016,0,1
Diphtheria,High vaccination,KY,0.06800000000000006,0,1
Diphtheria,High vaccination,LA,0.0625,0,1
Diphtheria,High vaccination,MA,0.1260000000000001,0,2
Diphtheria,High vaccination,MD,0.11049999999999996,0,2
Diphtheria,High vaccination,ME,0,0,0
Diphtheria,High vaccination,MI,0.18049999999999994,0,2
Diphtheria,High vaccination,MN,0.10099999999999998,0,1
Diphtheria,High vaccination,MO,0.10700000000000014,0,1
Diphtheria,High vaccination,MS,0.046500000000000014,0,1
Diphtheria,High vaccination,MT,0,0,0
Diphtheria,High vaccination,NC,0.22099999999999992,0,2
Diphtheria,High vaccination,ND,0,0,0
Diphtheria,High vaccination,NE,0.026999999999999993,0,1
Diphtheria,High vaccination,NH,0.021499999999999957,0,0
Diphtheria,High vaccination,NJ,0.1599999999999999,0,2
Diphtheria,High vaccination,NM,0.027999999999999983,0,1
Diphtheria,High vaccination,NV,0.03800000000000005,0,1
Diphtheria,High vaccination,NY,0.49600000000000033,0,4
Diphtheria,High vaccination,OH,0.20199999999999993,0,2
Diphtheria,High vaccination,OK,0.056500000000000015,0,1
Diphtheria,High vaccination,OR,0.05649999999999999,0,1
Diphtheria,High vaccination,PA,0.2614999999999998,0,3
Diphtheria,High vaccination,RI,0,0,0
Diphtheria,High vaccination,SC,0.07349999999999997,0,1
Diphtheria,High vaccination,SD,0,0,0
Diphtheria,High vaccination,TN,0.11600000000000009,0,1
Diphtheria,High vaccination,TX,0.6533999999999995,0,5
Diphtheria,High vaccination,UT,0.05450000000000001,0,1
Diphtheria,High vaccination,VA,0.1744999999999999,0,2
Diphtheria,High vaccination,VT,0,0,0
Diphtheria,High vaccination,WA,0.13849999999999996,0,2
Diphtheria,High vaccination,WI,0.078,0,1
Diphtheria,High vaccination,WV,0.025000000000000022,0,0.024999999999863576
Diphtheria,High vaccination,WY,0,0,0
Polio,No vaccinations,AK,0,0,0
Polio,No vaccinations,AL,57412.68709999993,0,1789747.2749999997
Polio,No vaccinations,AR,11754.66669999983,0,5
Polio,No vaccinations,AZ,124026.65779999983,0,3046585.5749999983
Polio,No vaccinations,CA,3496684.1000000015,0,20276116.275000002
Polio,No vaccinations,CO,52695.00010000013,0,1664614.3749999974
Polio,No vaccinations,CT,0.2324999999999995,0,3
Polio,No vaccinations,DC,0,0,0
Polio,No vaccinations,DE,0,0,0
Polio,No vaccinations,FL,1004137.7115999977,0,9297624.449999997
Polio,No vaccinations,GA,266441.30059999984,0,4901838.849999995
Polio,No vaccinations,HI,0.03149999999999997,0,1
Polio,No vaccinations,IA,5028.343299999981,0,8
Polio,No vaccinations,ID,0.056499999999999995,0,1
Polio,No vaccinations,IL,285487.3618999992,0,5550005.0249999985
Polio,No vaccinations,IN,72413.31099999978,0,2270613.874999998
Polio,No vaccinations,KS,0.20439999999999958,0,3
Polio,No vaccinations,KY,37478.549900000115,0,43.2749999999985
Polio,No vaccinations,LA,24228.452099999882,0,7.099999999999454
Polio,No vaccinations,MA,97747.09210000005,0,2659516.474999996
Polio,No vaccinations,MD,103857.94409999996,0,2528398.7999999993
Polio,No vaccinations,ME,0.03349999999999996,0,1
Polio,No vaccinations,MI,200274.38550000003,0,4417933.524999999
Polio,No vaccinations,MN,59268.47280000014,0,1739729.3999999724
Polio,No vaccinations,MO,96908.88319999963,0,2554979.249999999
Polio,No vaccinations,MS,0.10899999999999962,0,2
