"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Arizona"	"04"	"2012"	"2012"	"35-39 years"	"35-39"	9289
	"Arizona"	"04"	"2012"	"2012"	"40-44 years"	"40-44"	2143
	"Arizona"	"04"	"2012"	"2012"	"45-49 years"	"45-49"	107
	"Arizona"	"04"	"2012"	"2012"	"50 years and over"	"50+"	Suppressed
	"Arizona"	"04"	"2013"	"2013"	"Under 15 years"	"15"	71
	"Arizona"	"04"	"2013"	"2013"	"15-19 years"	"15-19"	7232
	"Arizona"	"04"	"2013"	"2013"	"20-24 years"	"20-24"	21699
	"Arizona"	"04"	"2013"	"2013"	"25-29 years"	"25-29"	24872
	"Arizona"	"04"	"2013"	"2013"	"30-34 years"	"30-34"	20081
	"Arizona"	"04"	"2013"	"2013"	"35-39 years"	"35-39"	9433
	"Arizona"	"04"	"2013"	"2013"	"40-44 years"	"40-44"	2066
	"Arizona"	"04"	"2013"	"2013"	"45-49 years"	"45-49"	136
	"Arizona"	"04"	"2013"	"2013"	"50 years and over"	"50+"	10
	"Arizona"	"04"	"2014"	"2014"	"Under 15 years"	"15"	48
	"Arizona"	"04"	"2014"	"2014"	"15-19 years"	"15-19"	6622
	"Arizona"	"04"	"2014"	"2014"	"20-24 years"	"20-24"	21459
	"Arizona"	"04"	"2014"	"2014"	"25-29 years"	"25-29"	25164
	"Arizona"	"04"	"2014"	"2014"	"30-34 years"	"30-34"	21271
	"Arizona"	"04"	"2014"	"2014"	"35-39 years"	"35-39"	10089
	"Arizona"	"04"	"2014"	"2014"	"40-44 years"	"40-44"	2098
	"Arizona"	"04"	"2014"	"2014"	"45-49 years"	"45-49"	124
	"Arizona"	"04"	"2014"	"2014"	"50 years and over"	"50+"	12
	"Arizona"	"04"	"2015"	"2015"	"Under 15 years"	"15"	42
	"Arizona"	"04"	"2015"	"2015"	"15-19 years"	"15-19"	5910
	"Arizona"	"04"	"2015"	"2015"	"20-24 years"	"20-24"	20664
	"Arizona"	"04"	"2015"	"2015"	"25-29 years"	"25-29"	25347
	"Arizona"	"04"	"2015"	"2015"	"30-34 years"	"30-34"	20971
	"Arizona"	"04"	"2015"	"2015"	"35-39 years"	"35-39"	10101
	"Arizona"	"04"	"2015"	"2015"	"40-44 years"	"40-44"	2176
	"Arizona"	"04"	"2015"	"2015"	"45-49 years"	"45-49"	128
	"Arizona"	"04"	"2015"	"2015"	"50 years and over"	"50+"	12
	"Arizona"	"04"	"2016"	"2016"	"Under 15 years"	"15"	55
	"Arizona"	"04"	"2016"	"2016"	"15-19 years"	"15-19"	5357
	"Arizona"	"04"	"2016"	"2016"	"20-24 years"	"20-24"	19868
	"Arizona"	"04"	"2016"	"2016"	"25-29 years"	"25-29"	25381
	"Arizona"	"04"	"2016"	"2016"	"30-34 years"	"30-34"	21410
	"Arizona"	"04"	"2016"	"2016"	"35-39 years"	"35-39"	10192
	"Arizona"	"04"	"2016"	"2016"	"40-44 years"	"40-44"	2108
	"Arizona"	"04"	"2016"	"2016"	"45-49 years"	"45-49"	141
	"Arizona"	"04"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"Arizona"	"04"	"2017"	"2017"	"Under 15 years"	"15"	36
	"Arizona"	"04"	"2017"	"2017"	"15-19 years"	"15-19"	5025
	"Arizona"	"04"	"2017"	"2017"	"20-24 years"	"20-24"	18551
	"Arizona"	"04"	"2017"	"2017"	"25-29 years"	"25-29"	24850
	"Arizona"	"04"	"2017"	"2017"	"30-34 years"	"30-34"	20796
	"Arizona"	"04"	"2017"	"2017"	"35-39 years"	"35-39"	10257
	"Arizona"	"04"	"2017"	"2017"	"40-44 years"	"40-44"	2179
	"Arizona"	"04"	"2017"	"2017"	"45-49 years"	"45-49"	168
	"Arizona"	"04"	"2017"	"2017"	"50 years and over"	"50+"	10
	"Arizona"	"04"	"2018"	"2018"	"Under 15 years"	"15"	30
	"Arizona"	"04"	"2018"	"2018"	"15-19 years"	"15-19"	4650
	"Arizona"	"04"	"2018"	"2018"	"20-24 years"	"20-24"	17877
	"Arizona"	"04"	"2018"	"2018"	"25-29 years"	"25-29"	24370
	"Arizona"	"04"	"2018"	"2018"	"30-34 years"	"30-34"	20787
	"Arizona"	"04"	"2018"	"2018"	"35-39 years"	"35-39"	10544
	"Arizona"	"04"	"2018"	"2018"	"40-44 years"	"40-44"	2289
	"Arizona"	"04"	"2018"	"2018"	"45-49 years"	"45-49"	163
	"Arizona"	"04"	"2018"	"2018"	"50 years and over"	"50+"	13
	"Arizona"	"04"	"2019"	"2019"	"Under 15 years"	"15"	37
	"Arizona"	"04"	"2019"	"2019"	"15-19 years"	"15-19"	4318
	"Arizona"	"04"	"2019"	"2019"	"20-24 years"	"20-24"	16913
	"Arizona"	"04"	"2019"	"2019"	"25-29 years"	"25-29"	24378
	"Arizona"	"04"	"2019"	"2019"	"30-34 years"	"30-34"	20886
	"Arizona"	"04"	"2019"	"2019"	"35-39 years"	"35-39"	10460
	"Arizona"	"04"	"2019"	"2019"	"40-44 years"	"40-44"	2228
	"Arizona"	"04"	"2019"	"2019"	"45-49 years"	"45-49"	141
	"Arizona"	"04"	"2019"	"2019"	"50 years and over"	"50+"	14
	"Arizona"	"04"	"2020"	"2020"	"Under 15 years"	"15"	28
	"Arizona"	"04"	"2020"	"2020"	"15-19 years"	"15-19"	3916
	"Arizona"	"04"	"2020"	"2020"	"20-24 years"	"20-24"	16069
	"Arizona"	"04"	"2020"	"2020"	"25-29 years"	"25-29"	23223
	"Arizona"	"04"	"2020"	"2020"	"30-34 years"	"30-34"	20991
	"Arizona"	"04"	"2020"	"2020"	"35-39 years"	"35-39"	10360
	"Arizona"	"04"	"2020"	"2020"	"40-44 years"	"40-44"	2227
	"Arizona"	"04"	"2020"	"2020"	"45-49 years"	"45-49"	122
	"Arizona"	"04"	"2020"	"2020"	"50 years and over"	"50+"	11
	"Arizona"	"04"	"2021"	"2021"	"Under 15 years"	"15"	44
	"Arizona"	"04"	"2021"	"2021"	"15-19 years"	"15-19"	3551
	"Arizona"	"04"	"2021"	"2021"	"20-24 years"	"20-24"	15720
	"Arizona"	"04"	"2021"	"2021"	"25-29 years"	"25-29"	23672
	"Arizona"	"04"	"2021"	"2021"	"30-34 years"	"30-34"	21817
	"Arizona"	"04"	"2021"	"2021"	"35-39 years"	"35-39"	10648
	"Arizona"	"04"	"2021"	"2021"	"40-44 years"	"40-44"	2309
	"Arizona"	"04"	"2021"	"2021"	"45-49 years"	"45-49"	140
	"Arizona"	"04"	"2021"	"2021"	"50 years and over"	"50+"	15
	"Arizona"	"04"	"2022"	"2022"	"Under 15 years"	"15"	34
	"Arizona"	"04"	"2022"	"2022"	"15-19 years"	"15-19"	3558
	"Arizona"	"04"	"2022"	"2022"	"20-24 years"	"20-24"	15380
	"Arizona"	"04"	"2022"	"2022"	"25-29 years"	"25-29"	23638
	"Arizona"	"04"	"2022"	"2022"	"30-34 years"	"30-34"	22432
	"Arizona"	"04"	"2022"	"2022"	"35-39 years"	"35-39"	10889
	"Arizona"	"04"	"2022"	"2022"	"40-44 years"	"40-44"	2447
	"Arizona"	"04"	"2022"	"2022"	"45-49 years"	"45-49"	159
	"Arizona"	"04"	"2022"	"2022"	"50 years and over"	"50+"	10
	"Arizona"	"04"	"2023"	"2023"	"Under 15 years"	"15"	27
	"Arizona"	"04"	"2023"	"2023"	"15-19 years"	"15-19"	3461
	"Arizona"	"04"	"2023"	"2023"	"20-24 years"	"20-24"	14922
	"Arizona"	"04"	"2023"	"2023"	"25-29 years"	"25-29"	23214
	"Arizona"	"04"	"2023"	"2023"	"30-34 years"	"30-34"	22403
	"Arizona"	"04"	"2023"	"2023"	"35-39 years"	"35-39"	11387
	"Arizona"	"04"	"2023"	"2023"	"40-44 years"	"40-44"	2520
	"Arizona"	"04"	"2023"	"2023"	"45-49 years"	"45-49"	145
	"Arizona"	"04"	"2023"	"2023"	"50 years and over"	"50+"	17
	"Arkansas"	"05"	"2007"	"2007"	"Under 15 years"	"15"	103
	"Arkansas"	"05"	"2007"	"2007"	"15-19 years"	"15-19"	5926
	"Arkansas"	"05"	"2007"	"2007"	"20-24 years"	"20-24"	13960
	"Arkansas"	"05"	"2007"	"2007"	"25-29 years"	"25-29"	11715
	"Arkansas"	"05"	"2007"	"2007"	"30-34 years"	"30-34"	6369
	"Arkansas"	"05"	"2007"	"2007"	"35-39 years"	"35-39"	2753
	"Arkansas"	"05"	"2007"	"2007"	"40-44 years"	"40-44"	515
	"Arkansas"	"05"	"2007"	"2007"	"45-49 years"	"45-49"	35
	"Arkansas"	"05"	"2007"	"2007"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2008"	"2008"	"Under 15 years"	"15"	76
	"Arkansas"	"05"	"2008"	"2008"	"15-19 years"	"15-19"	5940
	"Arkansas"	"05"	"2008"	"2008"	"20-24 years"	"20-24"	13392
	"Arkansas"	"05"	"2008"	"2008"	"25-29 years"	"25-29"	11497
	"Arkansas"	"05"	"2008"	"2008"	"30-34 years"	"30-34"	6570
	"Arkansas"	"05"	"2008"	"2008"	"35-39 years"	"35-39"	2658
	"Arkansas"	"05"	"2008"	"2008"	"40-44 years"	"40-44"	505
	"Arkansas"	"05"	"2008"	"2008"	"45-49 years"	"45-49"	31
	"Arkansas"	"05"	"2008"	"2008"	"50 years and over"	"50+"	0
	"Arkansas"	"05"	"2009"	"2009"	"Under 15 years"	"15"	78
	"Arkansas"	"05"	"2009"	"2009"	"15-19 years"	"15-19"	5753
	"Arkansas"	"05"	"2009"	"2009"	"20-24 years"	"20-24"	12979
	"Arkansas"	"05"	"2009"	"2009"	"25-29 years"	"25-29"	11410
	"Arkansas"	"05"	"2009"	"2009"	"30-34 years"	"30-34"	6582
	"Arkansas"	"05"	"2009"	"2009"	"35-39 years"	"35-39"	2529
	"Arkansas"	"05"	"2009"	"2009"	"40-44 years"	"40-44"	453
	"Arkansas"	"05"	"2009"	"2009"	"45-49 years"	"45-49"	23
	"Arkansas"	"05"	"2009"	"2009"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2010"	"2010"	"Under 15 years"	"15"	76
	"Arkansas"	"05"	"2010"	"2010"	"15-19 years"	"15-19"	5229
	"Arkansas"	"05"	"2010"	"2010"	"20-24 years"	"20-24"	12259
	"Arkansas"	"05"	"2010"	"2010"	"25-29 years"	"25-29"	11090
	"Arkansas"	"05"	"2010"	"2010"	"30-34 years"	"30-34"	6778
	"Arkansas"	"05"	"2010"	"2010"	"35-39 years"	"35-39"	2602
	"Arkansas"	"05"	"2010"	"2010"	"40-44 years"	"40-44"	485
	"Arkansas"	"05"	"2010"	"2010"	"45-49 years"	"45-49"	21
	"Arkansas"	"05"	"2010"	"2010"	"50 years and over"	"50+"	0
	"Arkansas"	"05"	"2011"	"2011"	"Under 15 years"	"15"	57
	"Arkansas"	"05"	"2011"	"2011"	"15-19 years"	"15-19"	4845
	"Arkansas"	"05"	"2011"	"2011"	"20-24 years"	"20-24"	12214
	"Arkansas"	"05"	"2011"	"2011"	"25-29 years"	"25-29"	11338
	"Arkansas"	"05"	"2011"	"2011"	"30-34 years"	"30-34"	7105
	"Arkansas"	"05"	"2011"	"2011"	"35-39 years"	"35-39"	2595
	"Arkansas"	"05"	"2011"	"2011"	"40-44 years"	"40-44"	535
	"Arkansas"	"05"	"2011"	"2011"	"45-49 years"	"45-49"	24
	"Arkansas"	"05"	"2011"	"2011"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2012"	"2012"	"Under 15 years"	"15"	58
	"Arkansas"	"05"	"2012"	"2012"	"15-19 years"	"15-19"	4349
	"Arkansas"	"05"	"2012"	"2012"	"20-24 years"	"20-24"	12136
	"Arkansas"	"05"	"2012"	"2012"	"25-29 years"	"25-29"	11104
	"Arkansas"	"05"	"2012"	"2012"	"30-34 years"	"30-34"	7386
	"Arkansas"	"05"	"2012"	"2012"	"35-39 years"	"35-39"	2776
	"Arkansas"	"05"	"2012"	"2012"	"40-44 years"	"40-44"	510
	"Arkansas"	"05"	"2012"	"2012"	"45-49 years"	"45-49"	27
	"Arkansas"	"05"	"2012"	"2012"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2013"	"2013"	"Under 15 years"	"15"	37
	"Arkansas"	"05"	"2013"	"2013"	"15-19 years"	"15-19"	4155
	"Arkansas"	"05"	"2013"	"2013"	"20-24 years"	"20-24"	11817
	"Arkansas"	"05"	"2013"	"2013"	"25-29 years"	"25-29"	11089
	"Arkansas"	"05"	"2013"	"2013"	"30-34 years"	"30-34"	7324
	"Arkansas"	"05"	"2013"	"2013"	"35-39 years"	"35-39"	2818
	"Arkansas"	"05"	"2013"	"2013"	"40-44 years"	"40-44"	564
	"Arkansas"	"05"	"2013"	"2013"	"45-49 years"	"45-49"	25
	"Arkansas"	"05"	"2013"	"2013"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2014"	"2014"	"Under 15 years"	"15"	43
	"Arkansas"	"05"	"2014"	"2014"	"15-19 years"	"15-19"	3782
	"Arkansas"	"05"	"2014"	"2014"	"20-24 years"	"20-24"	11862
	"Arkansas"	"05"	"2014"	"2014"	"25-29 years"	"25-29"	11378
	"Arkansas"	"05"	"2014"	"2014"	"30-34 years"	"30-34"	7882
	"Arkansas"	"05"	"2014"	"2014"	"35-39 years"	"35-39"	2951
	"Arkansas"	"05"	"2014"	"2014"	"40-44 years"	"40-44"	574
	"Arkansas"	"05"	"2014"	"2014"	"45-49 years"	"45-49"	35
	"Arkansas"	"05"	"2014"	"2014"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	"Under 15 years"	"15"	42
	"Arkansas"	"05"	"2015"	"2015"	"15-19 years"	"15-19"	3677
	"Arkansas"	"05"	"2015"	"2015"	"20-24 years"	"20-24"	11548
	"Arkansas"	"05"	"2015"	"2015"	"25-29 years"	"25-29"	11806
	"Arkansas"	"05"	"2015"	"2015"	"30-34 years"	"30-34"	8040
	"Arkansas"	"05"	"2015"	"2015"	"35-39 years"	"35-39"	3175
	"Arkansas"	"05"	"2015"	"2015"	"40-44 years"	"40-44"	559
	"Arkansas"	"05"	"2015"	"2015"	"45-49 years"	"45-49"	37
	"Arkansas"	"05"	"2015"	"2015"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2016"	"2016"	"Under 15 years"	"15"	44
	"Arkansas"	"05"	"2016"	"2016"	"15-19 years"	"15-19"	3372
	"Arkansas"	"05"	"2016"	"2016"	"20-24 years"	"20-24"	11149
	"Arkansas"	"05"	"2016"	"2016"	"25-29 years"	"25-29"	11882
	"Arkansas"	"05"	"2016"	"2016"	"30-34 years"	"30-34"	7972
	"Arkansas"	"05"	"2016"	"2016"	"35-39 years"	"35-39"	3258
	"Arkansas"	"05"	"2016"	"2016"	"40-44 years"	"40-44"	562
	"Arkansas"	"05"	"2016"	"2016"	"45-49 years"	"45-49"	31
	"Arkansas"	"05"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2017"	"2017"	"Under 15 years"	"15"	49
	"Arkansas"	"05"	"2017"	"2017"	"15-19 years"	"15-19"	3178
	"Arkansas"	"05"	"2017"	"2017"	"20-24 years"	"20-24"	10711
	"Arkansas"	"05"	"2017"	"2017"	"25-29 years"	"25-29"	11740
	"Arkansas"	"05"	"2017"	"2017"	"30-34 years"	"30-34"	8066
	"Arkansas"	"05"	"2017"	"2017"	"35-39 years"	"35-39"	3149
	"Arkansas"	"05"	"2017"	"2017"	"40-44 years"	"40-44"	598
	"Arkansas"	"05"	"2017"	"2017"	"45-49 years"	"45-49"	28
	"Arkansas"	"05"	"2017"	"2017"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2018"	"2018"	"Under 15 years"	"15"	27
	"Arkansas"	"05"	"2018"	"2018"	"15-19 years"	"15-19"	2928
	"Arkansas"	"05"	"2018"	"2018"	"20-24 years"	"20-24"	10540
	"Arkansas"	"05"	"2018"	"2018"	"25-29 years"	"25-29"	11527
	"Arkansas"	"05"	"2018"	"2018"	"30-34 years"	"30-34"	7973
	"Arkansas"	"05"	"2018"	"2018"	"35-39 years"	"35-39"	3382
	"Arkansas"	"05"	"2018"	"2018"	"40-44 years"	"40-44"	609
	"Arkansas"	"05"	"2018"	"2018"	"45-49 years"	"45-49"	31
	"Arkansas"	"05"	"2018"	"2018"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2019"	"2019"	"Under 15 years"	"15"	28
	"Arkansas"	"05"	"2019"	"2019"	"15-19 years"	"15-19"	2882
	"Arkansas"	"05"	"2019"	"2019"	"20-24 years"	"20-24"	10354
	"Arkansas"	"05"	"2019"	"2019"	"25-29 years"	"25-29"	11325
	"Arkansas"	"05"	"2019"	"2019"	"30-34 years"	"30-34"	7929
	"Arkansas"	"05"	"2019"	"2019"	"35-39 years"	"35-39"	3399
	"Arkansas"	"05"	"2019"	"2019"	"40-44 years"	"40-44"	622
	"Arkansas"	"05"	"2019"	"2019"	"45-49 years"	"45-49"	23
	"Arkansas"	"05"	"2019"	"2019"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2020"	"2020"	"Under 15 years"	"15"	43
	"Arkansas"	"05"	"2020"	"2020"	"15-19 years"	"15-19"	2676
	"Arkansas"	"05"	"2020"	"2020"	"20-24 years"	"20-24"	9847
	"Arkansas"	"05"	"2020"	"2020"	"25-29 years"	"25-29"	10862
	"Arkansas"	"05"	"2020"	"2020"	"30-34 years"	"30-34"	7803
	"Arkansas"	"05"	"2020"	"2020"	"35-39 years"	"35-39"	3330
	"Arkansas"	"05"	"2020"	"2020"	"40-44 years"	"40-44"	656
	"Arkansas"	"05"	"2020"	"2020"	"45-49 years"	"45-49"	32
	"Arkansas"	"05"	"2020"	"2020"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2021"	"2021"	"Under 15 years"	"15"	33
	"Arkansas"	"05"	"2021"	"2021"	"15-19 years"	"15-19"	2609
	"Arkansas"	"05"	"2021"	"2021"	"20-24 years"	"20-24"	9805
	"Arkansas"	"05"	"2021"	"2021"	"25-29 years"	"25-29"	10921
	"Arkansas"	"05"	"2021"	"2021"	"30-34 years"	"30-34"	8361
	"Arkansas"	"05"	"2021"	"2021"	"35-39 years"	"35-39"	3513
	"Arkansas"	"05"	"2021"	"2021"	"40-44 years"	"40-44"	701
	"Arkansas"	"05"	"2021"	"2021"	"45-49 years"	"45-49"	22
	"Arkansas"	"05"	"2021"	"2021"	"50 years and over"	"50+"	0
	"Arkansas"	"05"	"2022"	"2022"	"Under 15 years"	"15"	36
	"Arkansas"	"05"	"2022"	"2022"	"15-19 years"	"15-19"	2440
	"Arkansas"	"05"	"2022"	"2022"	"20-24 years"	"20-24"	9423
	"Arkansas"	"05"	"2022"	"2022"	"25-29 years"	"25-29"	11022
	"Arkansas"	"05"	"2022"	"2022"	"30-34 years"	"30-34"	8261
	"Arkansas"	"05"	"2022"	"2022"	"35-39 years"	"35-39"	3516
	"Arkansas"	"05"	"2022"	"2022"	"40-44 years"	"40-44"	746
	"Arkansas"	"05"	"2022"	"2022"	"45-49 years"	"45-49"	26
	"Arkansas"	"05"	"2022"	"2022"	"50 years and over"	"50+"	Suppressed
	"Arkansas"	"05"	"2023"	"2023"	"Under 15 years"	"15"	40
	"Arkansas"	"05"	"2023"	"2023"	"15-19 years"	"15-19"	2436
	"Arkansas"	"05"	"2023"	"2023"	"20-24 years"	"20-24"	9125
	"Arkansas"	"05"	"2023"	"2023"	"25-29 years"	"25-29"	11026
	"Arkansas"	"05"	"2023"	"2023"	"30-34 years"	"30-34"	8263
	"Arkansas"	"05"	"2023"	"2023"	"35-39 years"	"35-39"	3600
	"Arkansas"	"05"	"2023"	"2023"	"40-44 years"	"40-44"	739
	"Arkansas"	"05"	"2023"	"2023"	"45-49 years"	"45-49"	33
	"Arkansas"	"05"	"2023"	"2023"	"50 years and over"	"50+"	Suppressed
	"California"	"06"	"2007"	"2007"	"Under 15 years"	"15"	663
	"California"	"06"	"2007"	"2007"	"15-19 years"	"15-19"	53417
	"California"	"06"	"2007"	"2007"	"20-24 years"	"20-24"	128059
	"California"	"06"	"2007"	"2007"	"25-29 years"	"25-29"	150629
	"California"	"06"	"2007"	"2007"	"30-34 years"	"30-34"	135432
	"California"	"06"	"2007"	"2007"	"35-39 years"	"35-39"	78489
	"California"	"06"	"2007"	"2007"	"40-44 years"	"40-44"	18281
	"California"	"06"	"2007"	"2007"	"45-49 years"	"45-49"	1324
	"California"	"06"	"2007"	"2007"	"50 years and over"	"50+"	120
	"California"	"06"	"2008"	"2008"	"Under 15 years"	"15"	625
	"California"	"06"	"2008"	"2008"	"15-19 years"	"15-19"	51730
	"California"	"06"	"2008"	"2008"	"20-24 years"	"20-24"	122339
	"California"	"06"	"2008"	"2008"	"25-29 years"	"25-29"	147157
	"California"	"06"	"2008"	"2008"	"30-34 years"	"30-34"	132672
	"California"	"06"	"2008"	"2008"	"35-39 years"	"35-39"	76983
	"California"	"06"	"2008"	"2008"	"40-44 years"	"40-44"	18655
	"California"	"06"	"2008"	"2008"	"45-49 years"	"45-49"	1451
	"California"	"06"	"2008"	"2008"	"50 years and over"	"50+"	167
	"California"	"06"	"2009"	"2009"	"Under 15 years"	"15"	550
	"California"	"06"	"2009"	"2009"	"15-19 years"	"15-19"	47831
	"California"	"06"	"2009"	"2009"	"20-24 years"	"20-24"	114005
	"California"	"06"	"2009"	"2009"	"25-29 years"	"25-29"	141070
	"California"	"06"	"2009"	"2009"	"30-34 years"	"30-34"	129165
	"California"	"06"	"2009"	"2009"	"35-39 years"	"35-39"	74507
	"California"	"06"	"2009"	"2009"	"40-44 years"	"40-44"	18314
	"California"	"06"	"2009"	"2009"	"45-49 years"	"45-49"	1423
	"California"	"06"	"2009"	"2009"	"50 years and over"	"50+"	155
	"California"	"06"	"2010"	"2010"	"Under 15 years"	"15"	433
	"California"	"06"	"2010"	"2010"	"15-19 years"	"15-19"	43149
	"California"	"06"	"2010"	"2010"	"20-24 years"	"20-24"	107704
	"California"	"06"	"2010"	"2010"	"25-29 years"	"25-29"	136936
	"California"	"06"	"2010"	"2010"	"30-34 years"	"30-34"	128958
	"California"	"06"	"2010"	"2010"	"35-39 years"	"35-39"	73013
	"California"	"06"	"2010"	"2010"	"40-44 years"	"40-44"	18523
	"California"	"06"	"2010"	"2010"	"45-49 years"	"45-49"	1357
	"California"	"06"	"2010"	"2010"	"50 years and over"	"50+"	125
	"California"	"06"	"2011"	"2011"	"Under 15 years"	"15"	426
	"California"	"06"	"2011"	"2011"	"15-19 years"	"15-19"	38303
	"California"	"06"	"2011"	"2011"	"20-24 years"	"20-24"	103009
	"California"	"06"	"2011"	"2011"	"25-29 years"	"25-29"	134322
	"California"	"06"	"2011"	"2011"	"30-34 years"	"30-34"	132435
	"California"	"06"	"2011"	"2011"	"35-39 years"	"35-39"	73024
	"California"	"06"	"2011"	"2011"	"40-44 years"	"40-44"	19056
	"California"	"06"	"2011"	"2011"	"45-49 years"	"45-49"	1392
	"California"	"06"	"2011"	"2011"	"50 years and over"	"50+"	153
	"California"	"06"	"2012"	"2012"	"Under 15 years"	"15"	359
	"California"	"06"	"2012"	"2012"	"15-19 years"	"15-19"	34890
	"California"	"06"	"2012"	"2012"	"20-24 years"	"20-24"	101061
	"California"	"06"	"2012"	"2012"	"25-29 years"	"25-29"	133812
	"California"	"06"	"2012"	"2012"	"30-34 years"	"30-34"	137182
	"California"	"06"	"2012"	"2012"	"35-39 years"	"35-39"	75457
	"California"	"06"	"2012"	"2012"	"40-44 years"	"40-44"	19342
	"California"	"06"	"2012"	"2012"	"45-49 years"	"45-49"	1490
	"California"	"06"	"2012"	"2012"	"50 years and over"	"50+"	162
	"California"	"06"	"2013"	"2013"	"Under 15 years"	"15"	314
	"California"	"06"	"2013"	"2013"	"15-19 years"	"15-19"	30505
	"California"	"06"	"2013"	"2013"	"20-24 years"	"20-24"	96741
	"California"	"06"	"2013"	"2013"	"25-29 years"	"25-29"	130234
	"California"	"06"	"2013"	"2013"	"30-34 years"	"30-34"	139207
	"California"	"06"	"2013"	"2013"	"35-39 years"	"35-39"	76715
	"California"	"06"	"2013"	"2013"	"40-44 years"	"40-44"	19284
	"California"	"06"	"2013"	"2013"	"45-49 years"	"45-49"	1500
	"California"	"06"	"2013"	"2013"	"50 years and over"	"50+"	205
	"California"	"06"	"2014"	"2014"	"Under 15 years"	"15"	228
	"California"	"06"	"2014"	"2014"	"15-19 years"	"15-19"	27025
	"California"	"06"	"2014"	"2014"	"20-24 years"	"20-24"	94479
	"California"	"06"	"2014"	"2014"	"25-29 years"	"25-29"	132634
	"California"	"06"	"2014"	"2014"	"30-34 years"	"30-34"	145837
	"California"	"06"	"2014"	"2014"	"35-39 years"	"35-39"	81301
	"California"	"06"	"2014"	"2014"	"40-44 years"	"40-44"	19650
	"California"	"06"	"2014"	"2014"	"45-49 years"	"45-49"	1519
	"California"	"06"	"2014"	"2014"	"50 years and over"	"50+"	206
	"California"	"06"	"2015"	"2015"	"Under 15 years"	"15"	220
	"California"	"06"	"2015"	"2015"	"15-19 years"	"15-19"	24175
	"California"	"06"	"2015"	"2015"	"20-24 years"	"20-24"	88516
	"California"	"06"	"2015"	"2015"	"25-29 years"	"25-29"	129918
	"California"	"06"	"2015"	"2015"	"30-34 years"	"30-34"	145306
	"California"	"06"	"2015"	"2015"	"35-39 years"	"35-39"	81938
	"California"	"06"	"2015"	"2015"	"40-44 years"	"40-44"	19820
	"California"	"06"	"2015"	"2015"	"45-49 years"	"45-49"	1640
	"California"	"06"	"2015"	"2015"	"50 years and over"	"50+"	215
	"California"	"06"	"2016"	"2016"	"Under 15 years"	"15"	195
	"California"	"06"	"2016"	"2016"	"15-19 years"	"15-19"	21412
	"California"	"06"	"2016"	"2016"	"20-24 years"	"20-24"	83668
	"California"	"06"	"2016"	"2016"	"25-29 years"	"25-29"	130052
	"California"	"06"	"2016"	"2016"	"30-34 years"	"30-34"	146995
	"California"	"06"	"2016"	"2016"	"35-39 years"	"35-39"	84720
	"California"	"06"	"2016"	"2016"	"40-44 years"	"40-44"	19849
	"California"	"06"	"2016"	"2016"	"45-49 years"	"45-49"	1707
	"California"	"06"	"2016"	"2016"	"50 years and over"	"50+"	229
	"California"	"06"	"2017"	"2017"	"Under 15 years"	"15"	152
	"California"	"06"	"2017"	"2017"	"15-19 years"	"15-19"	18935
	"California"	"06"	"2017"	"2017"	"20-24 years"	"20-24"	77404
	"California"	"06"	"2017"	"2017"	"25-29 years"	"25-29"	124921
	"California"	"06"	"2017"	"2017"	"30-34 years"	"30-34"	142411
	"California"	"06"	"2017"	"2017"	"35-39 years"	"35-39"	85564
	"California"	"06"	"2017"	"2017"	"40-44 years"	"40-44"	20271
	"California"	"06"	"2017"	"2017"	"45-49 years"	"45-49"	1759
	"California"	"06"	"2017"	"2017"	"50 years and over"	"50+"	241
	"California"	"06"	"2018"	"2018"	"Under 15 years"	"15"	130
	"California"	"06"	"2018"	"2018"	"15-19 years"	"15-19"	16929
	"California"	"06"	"2018"	"2018"	"20-24 years"	"20-24"	70591
	"California"	"06"	"2018"	"2018"	"25-29 years"	"25-29"	118957
	"California"	"06"	"2018"	"2018"	"30-34 years"	"30-34"	139685
	"California"	"06"	"2018"	"2018"	"35-39 years"	"35-39"	86467
	"California"	"06"	"2018"	"2018"	"40-44 years"	"40-44"	20054
	"California"	"06"	"2018"	"2018"	"45-49 years"	"45-49"	1826
	"California"	"06"	"2018"	"2018"	"50 years and over"	"50+"	281
	"California"	"06"	"2019"	"2019"	"Under 15 years"	"15"	122
