"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"Alabama"	"01"	"2017"	"2017"	"1-4 years"	"1-4"	236448
	"Alabama"	"01"	"2017"	"2017"	"5-9 years"	"5-9"	301569
	"Alabama"	"01"	"2017"	"2017"	"10-14 years"	"10-14"	308152
	"Alabama"	"01"	"2017"	"2017"	"15-19 years"	"15-19"	318535
	"Alabama"	"01"	"2017"	"2017"	"20-24 years"	"20-24"	329296
	"Alabama"	"01"	"2017"	"2017"	"25-29 years"	"25-29"	338904
	"Alabama"	"01"	"2017"	"2017"	"30-34 years"	"30-34"	302483
	"Alabama"	"01"	"2017"	"2017"	"35-39 years"	"35-39"	302384
	"Alabama"	"01"	"2017"	"2017"	"40-44 years"	"40-44"	289396
	"Alabama"	"01"	"2017"	"2017"	"45-49 years"	"45-49"	313576
	"Alabama"	"01"	"2017"	"2017"	"50-54 years"	"50-54"	322933
	"Alabama"	"01"	"2017"	"2017"	"55-59 years"	"55-59"	337496
	"Alabama"	"01"	"2017"	"2017"	"60-64 years "	"60-64"	313427
	"Alabama"	"01"	"2017"	"2017"	"65-69 years"	"65-69"	268940
	"Alabama"	"01"	"2017"	"2017"	"70-74 years"	"70-74"	208548
	"Alabama"	"01"	"2017"	"2017"	"75-79 years"	"75-79"	143258
	"Alabama"	"01"	"2017"	"2017"	"80-84 years"	"80-84"	95215
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	89305
"Total"	"Alabama"	"01"	"2017"	"2017"			4877989
	"Alabama"	"01"	"2018"	"2018"	"< 1 year"	"1"	58246
	"Alabama"	"01"	"2018"	"2018"	"1-4 years"	"1-4"	237274
	"Alabama"	"01"	"2018"	"2018"	"5-9 years"	"5-9"	298235
	"Alabama"	"01"	"2018"	"2018"	"10-14 years"	"10-14"	310445
	"Alabama"	"01"	"2018"	"2018"	"15-19 years"	"15-19"	316229
	"Alabama"	"01"	"2018"	"2018"	"20-24 years"	"20-24"	325400
	"Alabama"	"01"	"2018"	"2018"	"25-29 years"	"25-29"	340605
	"Alabama"	"01"	"2018"	"2018"	"30-34 years"	"30-34"	303982
	"Alabama"	"01"	"2018"	"2018"	"35-39 years"	"35-39"	304008
	"Alabama"	"01"	"2018"	"2018"	"40-44 years"	"40-44"	287921
	"Alabama"	"01"	"2018"	"2018"	"45-49 years"	"45-49"	312737
	"Alabama"	"01"	"2018"	"2018"	"50-54 years"	"50-54"	314503
	"Alabama"	"01"	"2018"	"2018"	"55-59 years"	"55-59"	336687
	"Alabama"	"01"	"2018"	"2018"	"60-64 years "	"60-64"	318376
	"Alabama"	"01"	"2018"	"2018"	"65-69 years"	"65-69"	270942
	"Alabama"	"01"	"2018"	"2018"	"70-74 years"	"70-74"	216619
	"Alabama"	"01"	"2018"	"2018"	"75-79 years"	"75-79"	150538
	"Alabama"	"01"	"2018"	"2018"	"80-84 years"	"80-84"	98221
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	90660
"Total"	"Alabama"	"01"	"2018"	"2018"			4891628
	"Alabama"	"01"	"2019"	"2019"	"< 1 year"	"1"	56807
	"Alabama"	"01"	"2019"	"2019"	"1-4 years"	"1-4"	237467
	"Alabama"	"01"	"2019"	"2019"	"5-9 years"	"5-9"	298242
	"Alabama"	"01"	"2019"	"2019"	"10-14 years"	"10-14"	310695
	"Alabama"	"01"	"2019"	"2019"	"15-19 years"	"15-19"	313884
	"Alabama"	"01"	"2019"	"2019"	"20-24 years"	"20-24"	322396
	"Alabama"	"01"	"2019"	"2019"	"25-29 years"	"25-29"	338597
	"Alabama"	"01"	"2019"	"2019"	"30-34 years"	"30-34"	309922
	"Alabama"	"01"	"2019"	"2019"	"35-39 years"	"35-39"	304435
	"Alabama"	"01"	"2019"	"2019"	"40-44 years"	"40-44"	289340
	"Alabama"	"01"	"2019"	"2019"	"45-49 years"	"45-49"	309098
	"Alabama"	"01"	"2019"	"2019"	"50-54 years"	"50-54"	307754
	"Alabama"	"01"	"2019"	"2019"	"55-59 years"	"55-59"	336455
	"Alabama"	"01"	"2019"	"2019"	"60-64 years "	"60-64"	321353
	"Alabama"	"01"	"2019"	"2019"	"65-69 years"	"65-69"	275993
	"Alabama"	"01"	"2019"	"2019"	"70-74 years"	"70-74"	226442
	"Alabama"	"01"	"2019"	"2019"	"75-79 years"	"75-79"	155951
	"Alabama"	"01"	"2019"	"2019"	"80-84 years"	"80-84"	101107
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	92027
"Total"	"Alabama"	"01"	"2019"	"2019"			4907965
	"Alabama"	"01"	"2020"	"2020"	"< 1 year"	"1"	56246
	"Alabama"	"01"	"2020"	"2020"	"1-4 years"	"1-4"	235674
	"Alabama"	"01"	"2020"	"2020"	"5-9 years"	"5-9"	299404
	"Alabama"	"01"	"2020"	"2020"	"10-14 years"	"10-14"	310210
	"Alabama"	"01"	"2020"	"2020"	"15-19 years"	"15-19"	310127
	"Alabama"	"01"	"2020"	"2020"	"20-24 years"	"20-24"	323264
	"Alabama"	"01"	"2020"	"2020"	"25-29 years"	"25-29"	331899
	"Alabama"	"01"	"2020"	"2020"	"30-34 years"	"30-34"	318647
	"Alabama"	"01"	"2020"	"2020"	"35-39 years"	"35-39"	302872
	"Alabama"	"01"	"2020"	"2020"	"40-44 years"	"40-44"	293490
	"Alabama"	"01"	"2020"	"2020"	"45-49 years"	"45-49"	302481
	"Alabama"	"01"	"2020"	"2020"	"50-54 years"	"50-54"	305693
	"Alabama"	"01"	"2020"	"2020"	"55-59 years"	"55-59"	332661
	"Alabama"	"01"	"2020"	"2020"	"60-64 years "	"60-64"	324620
	"Alabama"	"01"	"2020"	"2020"	"65-69 years"	"65-69"	281928
	"Alabama"	"01"	"2020"	"2020"	"70-74 years"	"70-74"	235789
	"Alabama"	"01"	"2020"	"2020"	"75-79 years"	"75-79"	160349
	"Alabama"	"01"	"2020"	"2020"	"80-84 years"	"80-84"	103319
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	92859
"Total"	"Alabama"	"01"	"2020"	"2020"			4921532
"Total"	"Alabama"	"01"					103609879
	"Alaska"	"02"	"1999"	"1999"	"< 1 year"	"1"	9265
	"Alaska"	"02"	"1999"	"1999"	"1-4 years"	"1-4"	38671
	"Alaska"	"02"	"1999"	"1999"	"5-9 years"	"5-9"	55181
	"Alaska"	"02"	"1999"	"1999"	"10-14 years"	"10-14"	55877
	"Alaska"	"02"	"1999"	"1999"	"15-19 years"	"15-19"	49732
	"Alaska"	"02"	"1999"	"1999"	"20-24 years"	"20-24"	39451
	"Alaska"	"02"	"1999"	"1999"	"25-29 years"	"25-29"	41687
	"Alaska"	"02"	"1999"	"1999"	"30-34 years"	"30-34"	48329
	"Alaska"	"02"	"1999"	"1999"	"35-39 years"	"35-39"	57719
	"Alaska"	"02"	"1999"	"1999"	"40-44 years"	"40-44"	59162
	"Alaska"	"02"	"1999"	"1999"	"45-49 years"	"45-49"	52540
	"Alaska"	"02"	"1999"	"1999"	"50-54 years"	"50-54"	39580
	"Alaska"	"02"	"1999"	"1999"	"55-59 years"	"55-59"	26381
	"Alaska"	"02"	"1999"	"1999"	"60-64 years "	"60-64"	16960
	"Alaska"	"02"	"1999"	"1999"	"65-69 years"	"65-69"	12219
	"Alaska"	"02"	"1999"	"1999"	"70-74 years"	"70-74"	9512
	"Alaska"	"02"	"1999"	"1999"	"75-79 years"	"75-79"	6525
	"Alaska"	"02"	"1999"	"1999"	"80-84 years"	"80-84"	3527
	"Alaska"	"02"	"1999"	"1999"	"85+ years"	"85+"	2461
"Total"	"Alaska"	"02"	"1999"	"1999"			624779
	"Alaska"	"02"	"2000"	"2000"	"< 1 year"	"1"	9445
	"Alaska"	"02"	"2000"	"2000"	"1-4 years"	"1-4"	38083
	"Alaska"	"02"	"2000"	"2000"	"5-9 years"	"5-9"	53439
	"Alaska"	"02"	"2000"	"2000"	"10-14 years"	"10-14"	56861
	"Alaska"	"02"	"2000"	"2000"	"15-19 years"	"15-19"	50226
	"Alaska"	"02"	"2000"	"2000"	"20-24 years"	"20-24"	40231
	"Alaska"	"02"	"2000"	"2000"	"25-29 years"	"25-29"	42571
	"Alaska"	"02"	"2000"	"2000"	"30-34 years"	"30-34"	46337
	"Alaska"	"02"	"2000"	"2000"	"35-39 years"	"35-39"	55520
	"Alaska"	"02"	"2000"	"2000"	"40-44 years"	"40-44"	58471
	"Alaska"	"02"	"2000"	"2000"	"45-49 years"	"45-49"	53812
	"Alaska"	"02"	"2000"	"2000"	"50-54 years"	"50-54"	41834
	"Alaska"	"02"	"2000"	"2000"	"55-59 years"	"55-59"	27607
	"Alaska"	"02"	"2000"	"2000"	"60-64 years "	"60-64"	17420
	"Alaska"	"02"	"2000"	"2000"	"65-69 years"	"65-69"	12753
	"Alaska"	"02"	"2000"	"2000"	"70-74 years"	"70-74"	9982
	"Alaska"	"02"	"2000"	"2000"	"75-79 years"	"75-79"	6944
	"Alaska"	"02"	"2000"	"2000"	"80-84 years"	"80-84"	3761
	"Alaska"	"02"	"2000"	"2000"	"85+ years"	"85+"	2666
"Total"	"Alaska"	"02"	"2000"	"2000"			627963
	"Alaska"	"02"	"2001"	"2001"	"< 1 year"	"1"	9826
	"Alaska"	"02"	"2001"	"2001"	"1-4 years"	"1-4"	37350
	"Alaska"	"02"	"2001"	"2001"	"5-9 years"	"5-9"	51312
	"Alaska"	"02"	"2001"	"2001"	"10-14 years"	"10-14"	57077
	"Alaska"	"02"	"2001"	"2001"	"15-19 years"	"15-19"	52378
	"Alaska"	"02"	"2001"	"2001"	"20-24 years"	"20-24"	42602
	"Alaska"	"02"	"2001"	"2001"	"25-29 years"	"25-29"	41148
	"Alaska"	"02"	"2001"	"2001"	"30-34 years"	"30-34"	46006
	"Alaska"	"02"	"2001"	"2001"	"35-39 years"	"35-39"	52983
	"Alaska"	"02"	"2001"	"2001"	"40-44 years"	"40-44"	58021
	"Alaska"	"02"	"2001"	"2001"	"45-49 years"	"45-49"	55123
	"Alaska"	"02"	"2001"	"2001"	"50-54 years"	"50-54"	44830
	"Alaska"	"02"	"2001"	"2001"	"55-59 years"	"55-59"	28949
	"Alaska"	"02"	"2001"	"2001"	"60-64 years "	"60-64"	18694
	"Alaska"	"02"	"2001"	"2001"	"65-69 years"	"65-69"	13037
	"Alaska"	"02"	"2001"	"2001"	"70-74 years"	"70-74"	10301
	"Alaska"	"02"	"2001"	"2001"	"75-79 years"	"75-79"	7212
	"Alaska"	"02"	"2001"	"2001"	"80-84 years"	"80-84"	4026
	"Alaska"	"02"	"2001"	"2001"	"85+ years"	"85+"	2839
"Total"	"Alaska"	"02"	"2001"	"2001"			633714
	"Alaska"	"02"	"2002"	"2002"	"< 1 year"	"1"	9695
	"Alaska"	"02"	"2002"	"2002"	"1-4 years"	"1-4"	37742
	"Alaska"	"02"	"2002"	"2002"	"5-9 years"	"5-9"	49946
	"Alaska"	"02"	"2002"	"2002"	"10-14 years"	"10-14"	57449
	"Alaska"	"02"	"2002"	"2002"	"15-19 years"	"15-19"	53653
	"Alaska"	"02"	"2002"	"2002"	"20-24 years"	"20-24"	45284
	"Alaska"	"02"	"2002"	"2002"	"25-29 years"	"25-29"	41155
	"Alaska"	"02"	"2002"	"2002"	"30-34 years"	"30-34"	45497
	"Alaska"	"02"	"2002"	"2002"	"35-39 years"	"35-39"	50767
	"Alaska"	"02"	"2002"	"2002"	"40-44 years"	"40-44"	57009
	"Alaska"	"02"	"2002"	"2002"	"45-49 years"	"45-49"	56694
	"Alaska"	"02"	"2002"	"2002"	"50-54 years"	"50-54"	46150
	"Alaska"	"02"	"2002"	"2002"	"55-59 years"	"55-59"	32190
	"Alaska"	"02"	"2002"	"2002"	"60-64 years "	"60-64"	20238
	"Alaska"	"02"	"2002"	"2002"	"65-69 years"	"65-69"	13659
	"Alaska"	"02"	"2002"	"2002"	"70-74 years"	"70-74"	10456
	"Alaska"	"02"	"2002"	"2002"	"75-79 years"	"75-79"	7443
	"Alaska"	"02"	"2002"	"2002"	"80-84 years"	"80-84"	4325
	"Alaska"	"02"	"2002"	"2002"	"85+ years"	"85+"	2985
"Total"	"Alaska"	"02"	"2002"	"2002"			642337
	"Alaska"	"02"	"2003"	"2003"	"< 1 year"	"1"	9830
	"Alaska"	"02"	"2003"	"2003"	"1-4 years"	"1-4"	37780
	"Alaska"	"02"	"2003"	"2003"	"5-9 years"	"5-9"	48745
	"Alaska"	"02"	"2003"	"2003"	"10-14 years"	"10-14"	56932
	"Alaska"	"02"	"2003"	"2003"	"15-19 years"	"15-19"	54076
	"Alaska"	"02"	"2003"	"2003"	"20-24 years"	"20-24"	47733
	"Alaska"	"02"	"2003"	"2003"	"25-29 years"	"25-29"	41414
	"Alaska"	"02"	"2003"	"2003"	"30-34 years"	"30-34"	44958
	"Alaska"	"02"	"2003"	"2003"	"35-39 years"	"35-39"	48476
	"Alaska"	"02"	"2003"	"2003"	"40-44 years"	"40-44"	55925
	"Alaska"	"02"	"2003"	"2003"	"45-49 years"	"45-49"	57305
	"Alaska"	"02"	"2003"	"2003"	"50-54 years"	"50-54"	48563
	"Alaska"	"02"	"2003"	"2003"	"55-59 years"	"55-59"	34181
	"Alaska"	"02"	"2003"	"2003"	"60-64 years "	"60-64"	22087
	"Alaska"	"02"	"2003"	"2003"	"65-69 years"	"65-69"	14287
	"Alaska"	"02"	"2003"	"2003"	"70-74 years"	"70-74"	10744
	"Alaska"	"02"	"2003"	"2003"	"75-79 years"	"75-79"	7573
	"Alaska"	"02"	"2003"	"2003"	"80-84 years"	"80-84"	4641
	"Alaska"	"02"	"2003"	"2003"	"85+ years"	"85+"	3164
"Total"	"Alaska"	"02"	"2003"	"2003"			648414
	"Alaska"	"02"	"2004"	"2004"	"< 1 year"	"1"	9959
	"Alaska"	"02"	"2004"	"2004"	"1-4 years"	"1-4"	38298
	"Alaska"	"02"	"2004"	"2004"	"5-9 years"	"5-9"	48026
	"Alaska"	"02"	"2004"	"2004"	"10-14 years"	"10-14"	56422
	"Alaska"	"02"	"2004"	"2004"	"15-19 years"	"15-19"	54612
	"Alaska"	"02"	"2004"	"2004"	"20-24 years"	"20-24"	50900
	"Alaska"	"02"	"2004"	"2004"	"25-29 years"	"25-29"	42769
	"Alaska"	"02"	"2004"	"2004"	"30-34 years"	"30-34"	44478
	"Alaska"	"02"	"2004"	"2004"	"35-39 years"	"35-39"	47010
	"Alaska"	"02"	"2004"	"2004"	"40-44 years"	"40-44"	55607
	"Alaska"	"02"	"2004"	"2004"	"45-49 years"	"45-49"	57556
	"Alaska"	"02"	"2004"	"2004"	"50-54 years"	"50-54"	50513
	"Alaska"	"02"	"2004"	"2004"	"55-59 years"	"55-59"	37026
	"Alaska"	"02"	"2004"	"2004"	"60-64 years "	"60-64"	23962
	"Alaska"	"02"	"2004"	"2004"	"65-69 years"	"65-69"	14904
	"Alaska"	"02"	"2004"	"2004"	"70-74 years"	"70-74"	11045
	"Alaska"	"02"	"2004"	"2004"	"75-79 years"	"75-79"	7935
	"Alaska"	"02"	"2004"	"2004"	"80-84 years"	"80-84"	4946
	"Alaska"	"02"	"2004"	"2004"	"85+ years"	"85+"	3318
"Total"	"Alaska"	"02"	"2004"	"2004"			659286
	"Alaska"	"02"	"2005"	"2005"	"< 1 year"	"1"	10197
	"Alaska"	"02"	"2005"	"2005"	"1-4 years"	"1-4"	38732
	"Alaska"	"02"	"2005"	"2005"	"5-9 years"	"5-9"	47441
	"Alaska"	"02"	"2005"	"2005"	"10-14 years"	"10-14"	54644
	"Alaska"	"02"	"2005"	"2005"	"15-19 years"	"15-19"	54764
	"Alaska"	"02"	"2005"	"2005"	"20-24 years"	"20-24"	53117
	"Alaska"	"02"	"2005"	"2005"	"25-29 years"	"25-29"	44419
	"Alaska"	"02"	"2005"	"2005"	"30-34 years"	"30-34"	43739
	"Alaska"	"02"	"2005"	"2005"	"35-39 years"	"35-39"	46466
	"Alaska"	"02"	"2005"	"2005"	"40-44 years"	"40-44"	54129
	"Alaska"	"02"	"2005"	"2005"	"45-49 years"	"45-49"	57484
	"Alaska"	"02"	"2005"	"2005"	"50-54 years"	"50-54"	52362
	"Alaska"	"02"	"2005"	"2005"	"55-59 years"	"55-59"	39951
	"Alaska"	"02"	"2005"	"2005"	"60-64 years "	"60-64"	25556
	"Alaska"	"02"	"2005"	"2005"	"65-69 years"	"65-69"	15605
	"Alaska"	"02"	"2005"	"2005"	"70-74 years"	"70-74"	11220
	"Alaska"	"02"	"2005"	"2005"	"75-79 years"	"75-79"	8370
	"Alaska"	"02"	"2005"	"2005"	"80-84 years"	"80-84"	5137
	"Alaska"	"02"	"2005"	"2005"	"85+ years"	"85+"	3613
"Total"	"Alaska"	"02"	"2005"	"2005"			666946
	"Alaska"	"02"	"2006"	"2006"	"< 1 year"	"1"	10215
	"Alaska"	"02"	"2006"	"2006"	"1-4 years"	"1-4"	39226
	"Alaska"	"02"	"2006"	"2006"	"5-9 years"	"5-9"	48063
	"Alaska"	"02"	"2006"	"2006"	"10-14 years"	"10-14"	53244
	"Alaska"	"02"	"2006"	"2006"	"15-19 years"	"15-19"	55120
	"Alaska"	"02"	"2006"	"2006"	"20-24 years"	"20-24"	54081
	"Alaska"	"02"	"2006"	"2006"	"25-29 years"	"25-29"	46419
	"Alaska"	"02"	"2006"	"2006"	"30-34 years"	"30-34"	43369
	"Alaska"	"02"	"2006"	"2006"	"35-39 years"	"35-39"	46633
	"Alaska"	"02"	"2006"	"2006"	"40-44 years"	"40-44"	52049
	"Alaska"	"02"	"2006"	"2006"	"45-49 years"	"45-49"	57566
	"Alaska"	"02"	"2006"	"2006"	"50-54 years"	"50-54"	53964
	"Alaska"	"02"	"2006"	"2006"	"55-59 years"	"55-59"	42996
	"Alaska"	"02"	"2006"	"2006"	"60-64 years "	"60-64"	26757
	"Alaska"	"02"	"2006"	"2006"	"65-69 years"	"65-69"	16669
	"Alaska"	"02"	"2006"	"2006"	"70-74 years"	"70-74"	11321
	"Alaska"	"02"	"2006"	"2006"	"75-79 years"	"75-79"	8526
	"Alaska"	"02"	"2006"	"2006"	"80-84 years"	"80-84"	5214
	"Alaska"	"02"	"2006"	"2006"	"85+ years"	"85+"	3870
"Total"	"Alaska"	"02"	"2006"	"2006"			675302
	"Alaska"	"02"	"2007"	"2007"	"< 1 year"	"1"	10650
	"Alaska"	"02"	"2007"	"2007"	"1-4 years"	"1-4"	39569
	"Alaska"	"02"	"2007"	"2007"	"5-9 years"	"5-9"	48030
	"Alaska"	"02"	"2007"	"2007"	"10-14 years"	"10-14"	51675
	"Alaska"	"02"	"2007"	"2007"	"15-19 years"	"15-19"	54721
	"Alaska"	"02"	"2007"	"2007"	"20-24 years"	"20-24"	54082
	"Alaska"	"02"	"2007"	"2007"	"25-29 years"	"25-29"	48712
	"Alaska"	"02"	"2007"	"2007"	"30-34 years"	"30-34"	43446
	"Alaska"	"02"	"2007"	"2007"	"35-39 years"	"35-39"	46472
	"Alaska"	"02"	"2007"	"2007"	"40-44 years"	"40-44"	49982
	"Alaska"	"02"	"2007"	"2007"	"45-49 years"	"45-49"	56561
	"Alaska"	"02"	"2007"	"2007"	"50-54 years"	"50-54"	55115
	"Alaska"	"02"	"2007"	"2007"	"55-59 years"	"55-59"	44050
	"Alaska"	"02"	"2007"	"2007"	"60-64 years "	"60-64"	29629
	"Alaska"	"02"	"2007"	"2007"	"65-69 years"	"65-69"	18006
	"Alaska"	"02"	"2007"	"2007"	"70-74 years"	"70-74"	11697
	"Alaska"	"02"	"2007"	"2007"	"75-79 years"	"75-79"	8515
	"Alaska"	"02"	"2007"	"2007"	"80-84 years"	"80-84"	5383
	"Alaska"	"02"	"2007"	"2007"	"85+ years"	"85+"	4005
"Total"	"Alaska"	"02"	"2007"	"2007"			680300
	"Alaska"	"02"	"2008"	"2008"	"< 1 year"	"1"	10815
	"Alaska"	"02"	"2008"	"2008"	"1-4 years"	"1-4"	40304
	"Alaska"	"02"	"2008"	"2008"	"5-9 years"	"5-9"	48232
	"Alaska"	"02"	"2008"	"2008"	"10-14 years"	"10-14"	50783
	"Alaska"	"02"	"2008"	"2008"	"15-19 years"	"15-19"	53905
	"Alaska"	"02"	"2008"	"2008"	"20-24 years"	"20-24"	54291
	"Alaska"	"02"	"2008"	"2008"	"25-29 years"	"25-29"	51241
	"Alaska"	"02"	"2008"	"2008"	"30-34 years"	"30-34"	44137
	"Alaska"	"02"	"2008"	"2008"	"35-39 years"	"35-39"	46213
	"Alaska"	"02"	"2008"	"2008"	"40-44 years"	"40-44"	48082
	"Alaska"	"02"	"2008"	"2008"	"45-49 years"	"45-49"	55716
	"Alaska"	"02"	"2008"	"2008"	"50-54 years"	"50-54"	55447
	"Alaska"	"02"	"2008"	"2008"	"55-59 years"	"55-59"	46586
	"Alaska"	"02"	"2008"	"2008"	"60-64 years "	"60-64"	31381
	"Alaska"	"02"	"2008"	"2008"	"65-69 years"	"65-69"	19549
	"Alaska"	"02"	"2008"	"2008"	"70-74 years"	"70-74"	12249
	"Alaska"	"02"	"2008"	"2008"	"75-79 years"	"75-79"	8726
	"Alaska"	"02"	"2008"	"2008"	"80-84 years"	"80-84"	5513
	"Alaska"	"02"	"2008"	"2008"	"85+ years"	"85+"	4285
"Total"	"Alaska"	"02"	"2008"	"2008"			687455
	"Alaska"	"02"	"2009"	"2009"	"< 1 year"	"1"	11076
	"Alaska"	"02"	"2009"	"2009"	"1-4 years"	"1-4"	42046
	"Alaska"	"02"	"2009"	"2009"	"5-9 years"	"5-9"	50070
	"Alaska"	"02"	"2009"	"2009"	"10-14 years"	"10-14"	50847
	"Alaska"	"02"	"2009"	"2009"	"15-19 years"	"15-19"	53319
	"Alaska"	"02"	"2009"	"2009"	"20-24 years"	"20-24"	52242
	"Alaska"	"02"	"2009"	"2009"	"25-29 years"	"25-29"	52695
	"Alaska"	"02"	"2009"	"2009"	"30-34 years"	"30-34"	45643
	"Alaska"	"02"	"2009"	"2009"	"35-39 years"	"35-39"	45566
	"Alaska"	"02"	"2009"	"2009"	"40-44 years"	"40-44"	47119
	"Alaska"	"02"	"2009"	"2009"	"45-49 years"	"45-49"	55898
	"Alaska"	"02"	"2009"	"2009"	"50-54 years"	"50-54"	56420
	"Alaska"	"02"	"2009"	"2009"	"55-59 years"	"55-59"	48807
	"Alaska"	"02"	"2009"	"2009"	"60-64 years "	"60-64"	34268
	"Alaska"	"02"	"2009"	"2009"	"65-69 years"	"65-69"	21053
	"Alaska"	"02"	"2009"	"2009"	"70-74 years"	"70-74"	12706
	"Alaska"	"02"	"2009"	"2009"	"75-79 years"	"75-79"	8858
	"Alaska"	"02"	"2009"	"2009"	"80-84 years"	"80-84"	5754
	"Alaska"	"02"	"2009"	"2009"	"85+ years"	"85+"	4508
"Total"	"Alaska"	"02"	"2009"	"2009"			698895
	"Alaska"	"02"	"2010"	"2010"	"< 1 year"	"1"	11050
	"Alaska"	"02"	"2010"	"2010"	"1-4 years"	"1-4"	43371
	"Alaska"	"02"	"2010"	"2010"	"5-9 years"	"5-9"	51071
	"Alaska"	"02"	"2010"	"2010"	"10-14 years"	"10-14"	50924
	"Alaska"	"02"	"2010"	"2010"	"15-19 years"	"15-19"	51993
	"Alaska"	"02"	"2010"	"2010"	"20-24 years"	"20-24"	54977
	"Alaska"	"02"	"2010"	"2010"	"25-29 years"	"25-29"	56136
	"Alaska"	"02"	"2010"	"2010"	"30-34 years"	"30-34"	48338
	"Alaska"	"02"	"2010"	"2010"	"35-39 years"	"35-39"	45772
	"Alaska"	"02"	"2010"	"2010"	"40-44 years"	"40-44"	47254
	"Alaska"	"02"	"2010"	"2010"	"45-49 years"	"45-49"	54387
	"Alaska"	"02"	"2010"	"2010"	"50-54 years"	"50-54"	56346
	"Alaska"	"02"	"2010"	"2010"	"55-59 years"	"55-59"	50292
	"Alaska"	"02"	"2010"	"2010"	"60-64 years "	"60-64"	36497
	"Alaska"	"02"	"2010"	"2010"	"65-69 years"	"65-69"	22461
	"Alaska"	"02"	"2010"	"2010"	"70-74 years"	"70-74"	13374
	"Alaska"	"02"	"2010"	"2010"	"75-79 years"	"75-79"	8928
	"Alaska"	"02"	"2010"	"2010"	"80-84 years"	"80-84"	6046
	"Alaska"	"02"	"2010"	"2010"	"85+ years"	"85+"	4765
"Total"	"Alaska"	"02"	"2010"	"2010"			713982
	"Alaska"	"02"	"2011"	"2011"	"< 1 year"	"1"	11715
	"Alaska"	"02"	"2011"	"2011"	"1-4 years"	"1-4"	43663
	"Alaska"	"02"	"2011"	"2011"	"5-9 years"	"5-9"	51374
	"Alaska"	"02"	"2011"	"2011"	"10-14 years"	"10-14"	50871
	"Alaska"	"02"	"2011"	"2011"	"15-19 years"	"15-19"	50794
	"Alaska"	"02"	"2011"	"2011"	"20-24 years"	"20-24"	56375
	"Alaska"	"02"	"2011"	"2011"	"25-29 years"	"25-29"	57854
	"Alaska"	"02"	"2011"	"2011"	"30-34 years"	"30-34"	50261
	"Alaska"	"02"	"2011"	"2011"	"35-39 years"	"35-39"	44736
	"Alaska"	"02"	"2011"	"2011"	"40-44 years"	"40-44"	47367
	"Alaska"	"02"	"2011"	"2011"	"45-49 years"	"45-49"	52458
	"Alaska"	"02"	"2011"	"2011"	"50-54 years"	"50-54"	56267
	"Alaska"	"02"	"2011"	"2011"	"55-59 years"	"55-59"	51366
	"Alaska"	"02"	"2011"	"2011"	"60-64 years "	"60-64"	39027
	"Alaska"	"02"	"2011"	"2011"	"65-69 years"	"65-69"	23508
	"Alaska"	"02"	"2011"	"2011"	"70-74 years"	"70-74"	14322
	"Alaska"	"02"	"2011"	"2011"	"75-79 years"	"75-79"	9191
	"Alaska"	"02"	"2011"	"2011"	"80-84 years"	"80-84"	6241
	"Alaska"	"02"	"2011"	"2011"	"85+ years"	"85+"	4959
"Total"	"Alaska"	"02"	"2011"	"2011"			722349
	"Alaska"	"02"	"2012"	"2012"	"< 1 year"	"1"	11108
	"Alaska"	"02"	"2012"	"2012"	"1-4 years"	"1-4"	44107
	"Alaska"	"02"	"2012"	"2012"	"5-9 years"	"5-9"	51919
	"Alaska"	"02"	"2012"	"2012"	"10-14 years"	"10-14"	50786
	"Alaska"	"02"	"2012"	"2012"	"15-19 years"	"15-19"	49555
	"Alaska"	"02"	"2012"	"2012"	"20-24 years"	"20-24"	58811
	"Alaska"	"02"	"2012"	"2012"	"25-29 years"	"25-29"	58957
	"Alaska"	"02"	"2012"	"2012"	"30-34 years"	"30-34"	52335
	"Alaska"	"02"	"2012"	"2012"	"35-39 years"	"35-39"	45131
	"Alaska"	"02"	"2012"	"2012"	"40-44 years"	"40-44"	47241
	"Alaska"	"02"	"2012"	"2012"	"45-49 years"	"45-49"	50283
	"Alaska"	"02"	"2012"	"2012"	"50-54 years"	"50-54"	55613
	"Alaska"	"02"	"2012"	"2012"	"55-59 years"	"55-59"	52314
	"Alaska"	"02"	"2012"	"2012"	"60-64 years "	"60-64"	40206
	"Alaska"	"02"	"2012"	"2012"	"65-69 years"	"65-69"	25886
	"Alaska"	"02"	"2012"	"2012"	"70-74 years"	"70-74"	15428
	"Alaska"	"02"	"2012"	"2012"	"75-79 years"	"75-79"	9576
	"Alaska"	"02"	"2012"	"2012"	"80-84 years"	"80-84"	6419
	"Alaska"	"02"	"2012"	"2012"	"85+ years"	"85+"	5135
"Total"	"Alaska"	"02"	"2012"	"2012"			730810
	"Alaska"	"02"	"2013"	"2013"	"< 1 year"	"1"	11314
	"Alaska"	"02"	"2013"	"2013"	"1-4 years"	"1-4"	44218
	"Alaska"	"02"	"2013"	"2013"	"5-9 years"	"5-9"	52111
	"Alaska"	"02"	"2013"	"2013"	"10-14 years"	"10-14"	50727
